prompt,baseline,context,augmented_prompt
"qual é o CEP do endereço QSE 2, LOTE 26 LOJA 4 TAGUATINGA SUL (TAGUATINGA)?","o CEP do endereço QSE 2, LOTE 26 LOJA 4 TAGUATINGA SUL (TAGUATINGA) é 72025020 porque o endereço QSE 2, LOTE 26 LOJA 4 TAGUATINGA SUL (TAGUATINGA) está contido no endereço QSE 2 Taguatinga Sul (Taguatinga) cujo CEP é 72025020","CEP: 72025210 | Descrição: QSE 21 | Complemento:  | Descrição Bairro: Taguatinga Sul (Taguatinga)
CEP: 72025180 | Descrição: QSE 18 | Complemento:  | Descrição Bairro: Taguatinga Sul (Taguatinga)
CEP: 72025220 | Descrição: QSE 22 | Complemento:  | Descrição Bairro: Taguatinga Sul (Taguatinga)
CEP: 72025190 | Descrição: QSE 19 | Complemento:  | Descrição Bairro: Taguatinga Sul (Taguatinga)
CEP: 72015180 | Descrição: QSA 18 | Complemento:  | Descrição Bairro: Taguatinga Sul (Taguatinga)
","Você é um assistente especializado em responder de forma objetiva e clara às perguntas com base em informações relevantes extraídas de uma base de conhecimento. 

Contexto relevante recuperado:

CEP: 72025210 | Descrição: QSE 21 | Complemento:  | Descrição Bairro: Taguatinga Sul (Taguatinga)
CEP: 72025180 | Descrição: QSE 18 | Complemento:  | Descrição Bairro: Taguatinga Sul (Taguatinga)
CEP: 72025220 | Descrição: QSE 22 | Complemento:  | Descrição Bairro: Taguatinga Sul (Taguatinga)
CEP: 72025190 | Descrição: QSE 19 | Complemento:  | Descrição Bairro: Taguatinga Sul (Taguatinga)
CEP: 72015180 | Descrição: QSA 18 | Complemento:  | Descrição Bairro: Taguatinga Sul (Taguatinga)


Pergunta:
qual é o CEP do endereço QSE 2, LOTE 26 LOJA 4 TAGUATINGA SUL (TAGUATINGA)?

Se o contexto não contiver informações suficientes, indique que não há dados suficientes para responder com segurança."
"qual é o CEP do endereço SHCS CR 516, BLOCO B 69 PAVMTO1 SALA C0263 ASA SUL?","o CEP do endereço SHCS CR 516, BLOCO B 69 PAVMTO1 SALA C0263 ASA SUL é 70381525 porque o endereço SHCS CR 516, BLOCO B 69 PAVMTO1 SALA C0263 ASA SUL está contido no endereço CRS 516 Bloco B Asa Sul cujo CEP é 70381525","CEP: 70770743 | Descrição: SHCGN 716 Bloco M | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70760743 | Descrição: SHCGN 713 Bloco M | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70730768 | Descrição: SHCGN 705 Bloco H | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70730770 | Descrição: SHCGN 705 Bloco J | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70760773 | Descrição: SHCGN 714 Bloco M | Complemento:  | Descrição Bairro: Asa Norte
","Você é um assistente especializado em responder de forma objetiva e clara às perguntas com base em informações relevantes extraídas de uma base de conhecimento. 

Contexto relevante recuperado:

CEP: 70770743 | Descrição: SHCGN 716 Bloco M | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70760743 | Descrição: SHCGN 713 Bloco M | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70730768 | Descrição: SHCGN 705 Bloco H | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70730770 | Descrição: SHCGN 705 Bloco J | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70760773 | Descrição: SHCGN 714 Bloco M | Complemento:  | Descrição Bairro: Asa Norte


Pergunta:
qual é o CEP do endereço SHCS CR 516, BLOCO B 69 PAVMTO1 SALA C0263 ASA SUL?

Se o contexto não contiver informações suficientes, indique que não há dados suficientes para responder com segurança."
qual é o CEP do endereço SPLM CONJUNTO 7 LOTE 10 LOJA 01 PARTE SETOR PLACA DA MERCEDES (NUCLEO BANDEIRA?,o CEP do endereço SPLM CONJUNTO 7 LOTE 10 LOJA 01 PARTE SETOR PLACA DA MERCEDES (NUCLEO BANDEIRA é 71732070 porque o endereço SPLM CONJUNTO 7 LOTE 10 LOJA 01 PARTE SETOR PLACA DA MERCEDES (NUCLEO BANDEIRA está contido no endereço SPLM Conjunto 7 Setor Placa da Mercedes (Núcleo Bandeirante) cujo CEP é 71732070,"CEP: 71680118 | Descrição: SMDB Conjunto 12 Bloco H | Complemento:  | Descrição Bairro: Setor de Mansões Dom Bosco (Lago Sul)
CEP: 71680115 | Descrição: SMDB Conjunto 12 Bloco E | Complemento:  | Descrição Bairro: Setor de Mansões Dom Bosco (Lago Sul)
CEP: 71680119 | Descrição: SMDB Conjunto 12 Bloco I | Complemento:  | Descrição Bairro: Setor de Mansões Dom Bosco (Lago Sul)
CEP: 71738010 | Descrição: Setor de Postos e Motéis Sul I | Complemento: (Lado impar) | Descrição Bairro: Setor de Postos e Motéis Sul (Núcleo Bandeirante)
CEP: 71680116 | Descrição: SMDB Conjunto 12 Bloco F | Complemento:  | Descrição Bairro: Setor de Mansões Dom Bosco (Lago Sul)
","Você é um assistente especializado em responder de forma objetiva e clara às perguntas com base em informações relevantes extraídas de uma base de conhecimento. 

Contexto relevante recuperado:

CEP: 71680118 | Descrição: SMDB Conjunto 12 Bloco H | Complemento:  | Descrição Bairro: Setor de Mansões Dom Bosco (Lago Sul)
CEP: 71680115 | Descrição: SMDB Conjunto 12 Bloco E | Complemento:  | Descrição Bairro: Setor de Mansões Dom Bosco (Lago Sul)
CEP: 71680119 | Descrição: SMDB Conjunto 12 Bloco I | Complemento:  | Descrição Bairro: Setor de Mansões Dom Bosco (Lago Sul)
CEP: 71738010 | Descrição: Setor de Postos e Motéis Sul I | Complemento: (Lado impar) | Descrição Bairro: Setor de Postos e Motéis Sul (Núcleo Bandeirante)
CEP: 71680116 | Descrição: SMDB Conjunto 12 Bloco F | Complemento:  | Descrição Bairro: Setor de Mansões Dom Bosco (Lago Sul)


Pergunta:
qual é o CEP do endereço SPLM CONJUNTO 7 LOTE 10 LOJA 01 PARTE SETOR PLACA DA MERCEDES (NUCLEO BANDEIRA?

Se o contexto não contiver informações suficientes, indique que não há dados suficientes para responder com segurança."
qual é o CEP do endereço DA FERROVIA 27 METROPOLITANA (NUCLEO BANDEIRANTE)?,o CEP do endereço DA FERROVIA 27 METROPOLITANA (NUCLEO BANDEIRANTE) é 71730050 porque o endereço DA FERROVIA 27 METROPOLITANA (NUCLEO BANDEIRANTE) está contido no endereço Rua da Ferrovia Metropolitana (Núcleo Bandeirante) cujo CEP é 71730050,"CEP: 71731140 | Descrição: Rua 14 | Complemento:  | Descrição Bairro: Metropolitana (Núcleo Bandeirante)
CEP: 71730170 | Descrição: Rua 7 | Complemento:  | Descrição Bairro: Metropolitana (Núcleo Bandeirante)
CEP: 71731151 | Descrição: Rua 15 | Complemento:  | Descrição Bairro: Metropolitana (Núcleo Bandeirante)
CEP: 71731160 | Descrição: Rua 16 | Complemento:  | Descrição Bairro: Metropolitana (Núcleo Bandeirante)
CEP: 71731120 | Descrição: Rua 12 | Complemento:  | Descrição Bairro: Metropolitana (Núcleo Bandeirante)
","Você é um assistente especializado em responder de forma objetiva e clara às perguntas com base em informações relevantes extraídas de uma base de conhecimento. 

Contexto relevante recuperado:

CEP: 71731140 | Descrição: Rua 14 | Complemento:  | Descrição Bairro: Metropolitana (Núcleo Bandeirante)
CEP: 71730170 | Descrição: Rua 7 | Complemento:  | Descrição Bairro: Metropolitana (Núcleo Bandeirante)
CEP: 71731151 | Descrição: Rua 15 | Complemento:  | Descrição Bairro: Metropolitana (Núcleo Bandeirante)
CEP: 71731160 | Descrição: Rua 16 | Complemento:  | Descrição Bairro: Metropolitana (Núcleo Bandeirante)
CEP: 71731120 | Descrição: Rua 12 | Complemento:  | Descrição Bairro: Metropolitana (Núcleo Bandeirante)


Pergunta:
qual é o CEP do endereço DA FERROVIA 27 METROPOLITANA (NUCLEO BANDEIRANTE)?

Se o contexto não contiver informações suficientes, indique que não há dados suficientes para responder com segurança."
qual é o CEP do endereço SCN QUADRA 4 BLOCO B S/N SALA 702 - PARTE 135 ASA NORTE?,o CEP do endereço SCN QUADRA 4 BLOCO B S/N SALA 702 - PARTE 135 ASA NORTE é 70714020 porque o endereço SCN QUADRA 4 BLOCO B S/N SALA 702 - PARTE 135 ASA NORTE está contido no endereço SCN Quadra 4 Bloco B Asa Norte cujo CEP é 70714020,"CEP: 70730555 | Descrição: SCLRN 705 Bloco E | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70730558 | Descrição: SCLRN 705 Bloco H | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70730552 | Descrição: SCLRN 705 Bloco B | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70760555 | Descrição: SCLRN 714 Bloco E | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70730535 | Descrição: SCLRN 704 Bloco E | Complemento:  | Descrição Bairro: Asa Norte
","Você é um assistente especializado em responder de forma objetiva e clara às perguntas com base em informações relevantes extraídas de uma base de conhecimento. 

Contexto relevante recuperado:

CEP: 70730555 | Descrição: SCLRN 705 Bloco E | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70730558 | Descrição: SCLRN 705 Bloco H | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70730552 | Descrição: SCLRN 705 Bloco B | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70760555 | Descrição: SCLRN 714 Bloco E | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70730535 | Descrição: SCLRN 704 Bloco E | Complemento:  | Descrição Bairro: Asa Norte


Pergunta:
qual é o CEP do endereço SCN QUADRA 4 BLOCO B S/N SALA 702 - PARTE 135 ASA NORTE?

Se o contexto não contiver informações suficientes, indique que não há dados suficientes para responder com segurança."
"qual é o CEP do endereço EQ 55/56, AE 1, SAIDA/ENTRADA F, SHOPPING S/N LOJA: 07; SETOR CENTRAL (GAMA)?","o CEP do endereço EQ 55/56, AE 1, SAIDA/ENTRADA F, SHOPPING S/N LOJA: 07; SETOR CENTRAL (GAMA) é 72405561 porque o endereço EQ 55/56, AE 1, SAIDA/ENTRADA F, SHOPPING S/N LOJA: 07; SETOR CENTRAL (GAMA) está contido no endereço Área Especial Shopping Setor Central (Gama) cujo CEP é 72405561","CEP: 70760546 | Descrição: EQN 514/515 | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70864450 | Descrição: EQN 212/412 | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70844400 | Descrição: EQN 206/207 | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70853400 | Descrição: EQN 208/209 | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70864400 | Descrição: EQN 212/213 | Complemento:  | Descrição Bairro: Asa Norte
","Você é um assistente especializado em responder de forma objetiva e clara às perguntas com base em informações relevantes extraídas de uma base de conhecimento. 

Contexto relevante recuperado:

CEP: 70760546 | Descrição: EQN 514/515 | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70864450 | Descrição: EQN 212/412 | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70844400 | Descrição: EQN 206/207 | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70853400 | Descrição: EQN 208/209 | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70864400 | Descrição: EQN 212/213 | Complemento:  | Descrição Bairro: Asa Norte


Pergunta:
qual é o CEP do endereço EQ 55/56, AE 1, SAIDA/ENTRADA F, SHOPPING S/N LOJA: 07; SETOR CENTRAL (GAMA)?

Se o contexto não contiver informações suficientes, indique que não há dados suficientes para responder com segurança."
qual é o CEP do endereço SCN QUADRA 4 BLOCO B S/N SALA 702 PARTE 944 ASA NORTE?,o CEP do endereço SCN QUADRA 4 BLOCO B S/N SALA 702 PARTE 944 ASA NORTE é 70714020 porque o endereço SCN QUADRA 4 BLOCO B S/N SALA 702 PARTE 944 ASA NORTE está contido no endereço SCN Quadra 4 Bloco B Asa Norte cujo CEP é 70714020,"CEP: 70730555 | Descrição: SCLRN 705 Bloco E | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70760555 | Descrição: SCLRN 714 Bloco E | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70730558 | Descrição: SCLRN 705 Bloco H | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70760558 | Descrição: SCLRN 714 Bloco H | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70760535 | Descrição: SCLRN 713 Bloco E | Complemento:  | Descrição Bairro: Asa Norte
","Você é um assistente especializado em responder de forma objetiva e clara às perguntas com base em informações relevantes extraídas de uma base de conhecimento. 

Contexto relevante recuperado:

CEP: 70730555 | Descrição: SCLRN 705 Bloco E | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70760555 | Descrição: SCLRN 714 Bloco E | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70730558 | Descrição: SCLRN 705 Bloco H | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70760558 | Descrição: SCLRN 714 Bloco H | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70760535 | Descrição: SCLRN 713 Bloco E | Complemento:  | Descrição Bairro: Asa Norte


Pergunta:
qual é o CEP do endereço SCN QUADRA 4 BLOCO B S/N SALA 702 PARTE 944 ASA NORTE?

Se o contexto não contiver informações suficientes, indique que não há dados suficientes para responder com segurança."
qual é o CEP do endereço QE 17 BLOCO A LOJA 02 02 GUARA II?,o CEP do endereço QE 17 BLOCO A LOJA 02 02 GUARA II é 71050612 porque o endereço QE 17 BLOCO A LOJA 02 02 GUARA II está contido no endereço QE 17 Bloco A Guará II cujo CEP é 71050612,"CEP: 72125170 | Descrição: QNE 17 | Complemento:  | Descrição Bairro: Taguatinga Norte (Taguatinga)
CEP: 72025170 | Descrição: QSE 17 | Complemento:  | Descrição Bairro: Taguatinga Sul (Taguatinga)
CEP: 72015170 | Descrição: QSA 17 | Complemento:  | Descrição Bairro: Taguatinga Sul (Taguatinga)
CEP: 72125210 | Descrição: QNE 21 | Complemento:  | Descrição Bairro: Taguatinga Norte (Taguatinga)
CEP: 72125180 | Descrição: QNE 18 | Complemento:  | Descrição Bairro: Taguatinga Norte (Taguatinga)
","Você é um assistente especializado em responder de forma objetiva e clara às perguntas com base em informações relevantes extraídas de uma base de conhecimento. 

Contexto relevante recuperado:

CEP: 72125170 | Descrição: QNE 17 | Complemento:  | Descrição Bairro: Taguatinga Norte (Taguatinga)
CEP: 72025170 | Descrição: QSE 17 | Complemento:  | Descrição Bairro: Taguatinga Sul (Taguatinga)
CEP: 72015170 | Descrição: QSA 17 | Complemento:  | Descrição Bairro: Taguatinga Sul (Taguatinga)
CEP: 72125210 | Descrição: QNE 21 | Complemento:  | Descrição Bairro: Taguatinga Norte (Taguatinga)
CEP: 72125180 | Descrição: QNE 18 | Complemento:  | Descrição Bairro: Taguatinga Norte (Taguatinga)


Pergunta:
qual é o CEP do endereço QE 17 BLOCO A LOJA 02 02 GUARA II?

Se o contexto não contiver informações suficientes, indique que não há dados suficientes para responder com segurança."
qual é o CEP do endereço ADE CJ 7 LT 21 S/N SAMAMBAIA?,o CEP do endereço ADE CJ 7 LT 21 S/N SAMAMBAIA é 72314707 porque o endereço ADE CJ 7 LT 21 S/N SAMAMBAIA está contido no endereço ADE Conjunto 7 Samambaia Sul (Samambaia) cujo CEP é 72314707,"CEP: 70790114 | Descrição: SGAN 911 Módulo D | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70790154 | Descrição: SGAN 915 Módulo D | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70790112 | Descrição: SGAN 911 Módulo B | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70743540 | Descrição: CLN 107 Bloco D | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70790155 | Descrição: SGAN 915 Módulo E | Complemento:  | Descrição Bairro: Asa Norte
","Você é um assistente especializado em responder de forma objetiva e clara às perguntas com base em informações relevantes extraídas de uma base de conhecimento. 

Contexto relevante recuperado:

CEP: 70790114 | Descrição: SGAN 911 Módulo D | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70790154 | Descrição: SGAN 915 Módulo D | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70790112 | Descrição: SGAN 911 Módulo B | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70743540 | Descrição: CLN 107 Bloco D | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70790155 | Descrição: SGAN 915 Módulo E | Complemento:  | Descrição Bairro: Asa Norte


Pergunta:
qual é o CEP do endereço ADE CJ 7 LT 21 S/N SAMAMBAIA?

Se o contexto não contiver informações suficientes, indique que não há dados suficientes para responder com segurança."
qual é o CEP do endereço SCN QUADRA 1 BLOCO D TORRE B LOJA 12 S/N TERREO DEPOSITOS 02 A 09 E 12 ASA NORTE?,o CEP do endereço SCN QUADRA 1 BLOCO D TORRE B LOJA 12 S/N TERREO DEPOSITOS 02 A 09 E 12 ASA NORTE é 70711040 porque o endereço SCN QUADRA 1 BLOCO D TORRE B LOJA 12 S/N TERREO DEPOSITOS 02 A 09 E 12 ASA NORTE está contido no endereço SCN Quadra 1 Bloco D Asa Norte cujo CEP é 70711040,"CEP: 70847150 | Descrição: SQN 406 Bloco O | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70830301 | Descrição: SGAN 607 Módulo A | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70830011 | Descrição: SGAN 601 Módulo A | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70830018 | Descrição: SGAN 601 Módulo H | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70830255 | Descrição: SGAN 606 Módulo E | Complemento:  | Descrição Bairro: Asa Norte
","Você é um assistente especializado em responder de forma objetiva e clara às perguntas com base em informações relevantes extraídas de uma base de conhecimento. 

Contexto relevante recuperado:

CEP: 70847150 | Descrição: SQN 406 Bloco O | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70830301 | Descrição: SGAN 607 Módulo A | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70830011 | Descrição: SGAN 601 Módulo A | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70830018 | Descrição: SGAN 601 Módulo H | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70830255 | Descrição: SGAN 606 Módulo E | Complemento:  | Descrição Bairro: Asa Norte


Pergunta:
qual é o CEP do endereço SCN QUADRA 1 BLOCO D TORRE B LOJA 12 S/N TERREO DEPOSITOS 02 A 09 E 12 ASA NORTE?

Se o contexto não contiver informações suficientes, indique que não há dados suficientes para responder com segurança."
qual é o CEP do endereço QUADRA EQNP 11/15 BLOCO F LOTE 03 CEILANDIA NORTE (CEILANDIA)?,o CEP do endereço QUADRA EQNP 11/15 BLOCO F LOTE 03 CEILANDIA NORTE (CEILANDIA) é 72241526 porque o endereço QUADRA EQNP 11/15 BLOCO F LOTE 03 CEILANDIA NORTE (CEILANDIA) está contido no endereço EQNP 11/15 Bloco F Ceilândia Norte (Ceilândia) cujo CEP é 72241526,"CEP: 72225536 | Descrição: EQNN 3/5 Bloco F | Complemento: (Comércio) | Descrição Bairro: Ceilândia Norte (Ceilândia)
CEP: 72240565 | Descrição: EQNP 9/13 Bloco E | Complemento: (Comércio) | Descrição Bairro: Ceilândia Norte (Ceilândia)
CEP: 72240568 | Descrição: EQNP 9/13 Bloco H | Complemento: (Comércio) | Descrição Bairro: Ceilândia Norte (Ceilândia)
CEP: 72225576 | Descrição: EQNN 19/21 Bloco F | Complemento: (Comércio) | Descrição Bairro: Ceilândia Norte (Ceilândia)
CEP: 72255526 | Descrição: EQNO 13/15 Bloco F | Complemento: (Comércio) | Descrição Bairro: Ceilândia Norte (Ceilândia)
","Você é um assistente especializado em responder de forma objetiva e clara às perguntas com base em informações relevantes extraídas de uma base de conhecimento. 

Contexto relevante recuperado:

CEP: 72225536 | Descrição: EQNN 3/5 Bloco F | Complemento: (Comércio) | Descrição Bairro: Ceilândia Norte (Ceilândia)
CEP: 72240565 | Descrição: EQNP 9/13 Bloco E | Complemento: (Comércio) | Descrição Bairro: Ceilândia Norte (Ceilândia)
CEP: 72240568 | Descrição: EQNP 9/13 Bloco H | Complemento: (Comércio) | Descrição Bairro: Ceilândia Norte (Ceilândia)
CEP: 72225576 | Descrição: EQNN 19/21 Bloco F | Complemento: (Comércio) | Descrição Bairro: Ceilândia Norte (Ceilândia)
CEP: 72255526 | Descrição: EQNO 13/15 Bloco F | Complemento: (Comércio) | Descrição Bairro: Ceilândia Norte (Ceilândia)


Pergunta:
qual é o CEP do endereço QUADRA EQNP 11/15 BLOCO F LOTE 03 CEILANDIA NORTE (CEILANDIA)?

Se o contexto não contiver informações suficientes, indique que não há dados suficientes para responder com segurança."
